,index,text,label,mandate,page_no
9014,1694,10.5,0.0,L&G 1 Prospectus.pdf,59
9015,1695,"Notwithstanding paragraph 9.1, in applying the 20% limit in paragraph 9.5 with respect to a single body, government and public securities issued by that body shall be taken into account.",0.0,L&G 1 Prospectus.pdf,59
9016,1696,10.6,0.0,L&G 1 Prospectus.pdf,59
9017,1697,Legal & General Dynamic Bond Fund and Legal & General Managed Monthly Income Trust may invest over 35% of the value of Scheme Property in the following issues:,1,L&G 1 Prospectus.pdf,59
9018,1698,10.6.1,0.0,L&G 1 Prospectus.pdf,59
9019,1699,11,0.0,L&G 1 Prospectus.pdf,59
9020,1700,"those issued by or on behalf of or guaranteed by the Government of the United Kingdom, (including the Scottish Administration, the Executive Committee of the Northern Ireland Assembly, the National Assembly of Wales), Australia, Austria, Belgium, Canada, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Japan, Latvia, Lithuania, Luxembourg, Malta, Netherlands, New Zealand, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland and the United States or by one of the following international organisations: African Development Bank, Asian Development Bank, Bank Nederlandse Gemeenten, Council of Europe Development Bank, Deutsche Ausgleichsbank (DTA), Development Bank of Japan, Eurofima, European Bank for Reconciliation and Development (EBRD), European Investment Bank (EIB), The Government National Mortgage Association (GNMA), Inter-American Development Bank (IADB), International Bank for Reconstruction & Development (IBRD), International Finance Corporation (IFC), Japan Finance Corporation, Kreditanstalt für Wiederaufbau (KFW), LCR Finance, Nordic Investment Bank (NIB) and Oesterreichische Kontrollbank.",1,L&G 1 Prospectus.pdf,59
9021,1701,Significant Influences,0.0,L&G 1 Prospectus.pdf,59
9022,1702,A Fund as a whole is not permitted to hold more than 20% of the voting share capital of a body corporate.,1,L&G 1 Prospectus.pdf,59
9023,1703,12,0.0,L&G 1 Prospectus.pdf,59
9024,1704,Concentration,0.0,L&G 1 Prospectus.pdf,59
9025,1705,12.1,0.0,L&G 1 Prospectus.pdf,59
9026,1706,A Fund:,0.0,L&G 1 Prospectus.pdf,59
9027,1707,12.1.1,0.0,L&G 1 Prospectus.pdf,59
9028,1708,"shall not acquire transferable securities (other than debt securities) which do not carry a right to vote on any matter at a general meeting of the body corporate that issued them, and represent more than 10% of those securities issued by that body corporate;",1,L&G 1 Prospectus.pdf,59
9029,1709,12.1.2,0.0,L&G 1 Prospectus.pdf,59
9030,1710,shall not acquire more than 10% of the debt securities issued by any single body;,1,L&G 1 Prospectus.pdf,59
9031,1711,12.1.3,0.0,L&G 1 Prospectus.pdf,59
9032,1712,shall not acquire more than 25% of the units or shares of a collective investment scheme;,1,L&G 1 Prospectus.pdf,59
9033,1713,55,0.0,L&G 1 Prospectus.pdf,59
9034,1714,13,0.0,L&G 1 Prospectus.pdf,60
9035,1715,12.1.4,0.0,L&G 1 Prospectus.pdf,60
9036,1716,shall not acquire more than 10% of the money market instruments issued by any single body; and,1,L&G 1 Prospectus.pdf,60
9037,1717,12.1.5,0.0,L&G 1 Prospectus.pdf,60
9038,1718,"need not comply with the limits in 12.1.2, 12.1.3 and 12.1.4 if, at the time of acquisition, the net amount in issue of the relevant investment cannot be calculated.",1,L&G 1 Prospectus.pdf,60
9039,1719,Underwriting,0.0,L&G 1 Prospectus.pdf,60
9040,1720,"Subject to the provisions of the COLL Sourcebook, including as to covering the exposure, a Fund’s powers to invest in transferable securities may be used for the purpose of entering into underwriting, sub-underwriting and placing agreements in respect of certain transferable securities.",1,L&G 1 Prospectus.pdf,60
9041,1721,14,0.0,L&G 1 Prospectus.pdf,60
9042,1722,Warrants,0.0,L&G 1 Prospectus.pdf,60
9043,1723,Many warrants are denominated in US Dollars or Swiss Francs so an element of risk in these currencies may be imported into a Fund.,0.0,L&G 1 Prospectus.pdf,60
9044,1724,15,0.0,L&G 1 Prospectus.pdf,60
9045,1725,Nil or partly paid securities,0.0,L&G 1 Prospectus.pdf,60
9046,1726,"A transferable security or an approved money market instrument on which any sum is unpaid falls within a power of investment only if it is reasonably foreseeable that the amount of any existing and potential call for any sum unpaid could be paid by a Fund, at the time when payment is required, without contravening the COLL Sourcebook.",1,L&G 1 Prospectus.pdf,60
9047,1727,16,0.0,L&G 1 Prospectus.pdf,60
9048,1728,Risk management,0.0,L&G 1 Prospectus.pdf,60
9049,1729,16.1,0.0,L&G 1 Prospectus.pdf,60
9050,1730,"The Manager uses a risk management process, enabling it to monitor and measure at any time the risk of a Fund’s positions and their contribution to the overall risk profile of a Fund.",0.0,L&G 1 Prospectus.pdf,60
9051,1731,16.2,0.0,L&G 1 Prospectus.pdf,60
9052,1732,The following details of the risk management process must be regularly notified by the Manager to the FCA and at least on an annual basis:,0.0,L&G 1 Prospectus.pdf,60
9053,1733,16.2.1,0.0,L&G 1 Prospectus.pdf,60
9054,1734,a true and fair view of the types of derivatives and forward transactions to be used within a Fund together with their underlying risks and any relevant quantitative limits; and,0.0,L&G 1 Prospectus.pdf,60
9055,1735,16.2.2,0.0,L&G 1 Prospectus.pdf,60
9056,1736,the methods for estimating risks in derivative and forward transactions.,0.0,L&G 1 Prospectus.pdf,60
9057,1737,17,0.0,L&G 1 Prospectus.pdf,60
9058,1738,Investments in deposits,0.0,L&G 1 Prospectus.pdf,60
9059,1739,17.1,0.0,L&G 1 Prospectus.pdf,60
9060,1740,"A Fund may invest in deposits only with an Approved Bank and which are repayable on demand or have the right to be withdrawn, and maturing in no more than 12 months.",1,L&G 1 Prospectus.pdf,60
9061,1741,17.2,0.0,L&G 1 Prospectus.pdf,60
9062,1742,"Apart from the use of cash in paragraph 18, the Funds, except for Legal & General Dynamic Bond Fund, will not invest in deposits.",1,L&G 1 Prospectus.pdf,60
9063,1743,18,0.0,L&G 1 Prospectus.pdf,60
9064,1744,Cash and near cash,0.0,L&G 1 Prospectus.pdf,60
9065,1745,18.1,0.0,L&G 1 Prospectus.pdf,60
9066,1746,"The Manager may at its discretion and as considered appropriate retain liquid funds in a Fund at any time. This cash will be held in pursuit of a Fund’s objectives (except for Legal & General High Income Trust) or to facilitate the redemption of units, efficient management of a Fund in accordance with its objectives or any other purposes which may reasonably be regarded as ancillary to the objectives of a Fund.",1,L&G 1 Prospectus.pdf,60
9067,1747,18.2,0.0,L&G 1 Prospectus.pdf,60
9068,1748,Liquidity across all Funds would not normally exceed 10% of the value of the property of the Fund although there may be exceptions to this in certain market conditions.,1,L&G 1 Prospectus.pdf,60
9069,1749,56,0.0,L&G 1 Prospectus.pdf,60
9070,1750,19,0.0,L&G 1 Prospectus.pdf,61
9071,1751,Borrowing,0.0,L&G 1 Prospectus.pdf,61
9072,1752,19.1,0.0,L&G 1 Prospectus.pdf,61
9073,1753,"Subject to the COLL Sourcebook, a Fund may borrow to meet redemption and settlement mismatches, although it is not expected that significant use will be made of borrowing. Such borrowing may only be made from an Eligible Institution or Approved Bank and must be on a temporary basis only; must not be persistent, no period of borrowing may exceed three months without the prior consent of the Trustee (which may only give such consent on conditions as appear to the Trustee appropriate to ensure that the borrowing does not cease to be on a temporary basis). Borrowing must not, on any Business Day, exceed 10% of the value of the property of a Fund.",1,L&G 1 Prospectus.pdf,61
9074,1754,19.2,1,L&G 1 Prospectus.pdf,61
9075,1755,"The above provisions on borrowing do not apply to “back to back” borrowing for Efficient Portfolio Management purposes, being an arrangement under which an amount of currency is borrowed from an eligible institution and an amount in another currency at least equal to the amount of currency borrowed is kept on deposit with the lender (or his or her agent or nominee).",1,L&G 1 Prospectus.pdf,61
9076,1756,20,0.0,L&G 1 Prospectus.pdf,61
9077,1757,Derivatives and forward contracts,0.0,L&G 1 Prospectus.pdf,61
9078,1758,Subject to the COLL Sourcebook and the provisions below a Fund may enter into derivatives or forward contracts.,1,L&G 1 Prospectus.pdf,61
9079,1759,20.1,0.0,L&G 1 Prospectus.pdf,61
9080,1760,20.2,0.0,L&G 1 Prospectus.pdf,61
9081,1761,Pursuant to the COLL Sourcebook the Manager may enter into a transaction for a Fund which is:,0.0,L&G 1 Prospectus.pdf,61
9082,1762,20.1.1,0.0,L&G 1 Prospectus.pdf,61
9083,1763,a permitted transaction; and,0.0,L&G 1 Prospectus.pdf,61
9084,1764,20.1.2,0.0,L&G 1 Prospectus.pdf,61
9085,1765,fully covered in accordance with the COLL Sourcebook.,0.0,L&G 1 Prospectus.pdf,61
9086,1766,Permitted transactions are derivatives transactions. A derivatives transactions must be:,1,L&G 1 Prospectus.pdf,61
9087,1767,20.2.1,0.0,L&G 1 Prospectus.pdf,61
9088,1768,in an approved derivative (i.e. one which is traded or dealt in on an eligible derivatives market (as set out in Appendix C)) and effected on or under the rules of an eligible derivatives market; or,1,L&G 1 Prospectus.pdf,61
9089,1769,20.2.2,0.0,L&G 1 Prospectus.pdf,61
9090,1770,"one which complies with the provisions in the COLL Sourcebook regarding “over-the-counter” (“OTC”) derivatives, which requires:",1,L&G 1 Prospectus.pdf,61
9091,1771,20.2.2.1,0.0,L&G 1 Prospectus.pdf,61
9092,1772,"that the counterparty to the transaction must be an Eligible Institution; or an Approved Bank; or a person whose permission (including any requirements or limitations), as published in the FCA register or whose home state authorisation, permits it to enter into the transaction as principal off exchange;",1,L&G 1 Prospectus.pdf,61
9093,1773,20.2.2.2,0.0,L&G 1 Prospectus.pdf,61
9094,1774,"that the transaction is on approved terms, the terms of the transaction are only approved if the Manager:",0.0,L&G 1 Prospectus.pdf,61
9095,1775,(i),0.0,L&G 1 Prospectus.pdf,61
9096,1776,"carries out, at least daily, a reliable and verifiable valuation in respect of that transaction corresponding to its fair value (being the amount for which an asset could be exchanged, or a liability settled, between knowledgeable, willing parties in an arm’s length transaction) and which does not rely only on market quotations by the counterparty; and",1,L&G 1 Prospectus.pdf,61
9097,1777,(ii),0.0,L&G 1 Prospectus.pdf,61
9098,1778,"can enter into one or more further transactions to sell, liquidate or close out that transaction at any time, at its fair value; and",1,L&G 1 Prospectus.pdf,61
9099,1779,57,0.0,L&G 1 Prospectus.pdf,61
9100,1780,20.2.2.3,0.0,L&G 1 Prospectus.pdf,62
9101,1781,20.2.2.4,0.0,L&G 1 Prospectus.pdf,62
9102,1782,"that the transaction is capable of reliable valuation; a transaction in derivatives is capable of reliable valuation only if the Manager having taken reasonable care determines that, throughout the life of the derivative (if the transaction is entered into), it will be able to value the investment concerned with reasonable accuracy:",1,L&G 1 Prospectus.pdf,62
9103,1783,(i),0.0,L&G 1 Prospectus.pdf,62
9104,1784,on the basis of an up-to-date market value which the Manager and the Trustee have agreed is reliable; or,1,L&G 1 Prospectus.pdf,62
9105,1785,(ii),0.0,L&G 1 Prospectus.pdf,62
9106,1786,"if the value referred to in (i) is not available, on the basis of a pricing model which the Manager and the Trustee have agreed uses an adequate recognised methodology; and",1,L&G 1 Prospectus.pdf,62
9107,1787,"subject to verifiable valuation; a transaction in derivatives is subject to verifiable valuation only if, throughout the life of the derivative (if the transaction is entered into) verification of the valuation is carried out by:",1,L&G 1 Prospectus.pdf,62
9108,1788,(i),0.0,L&G 1 Prospectus.pdf,62
9109,1789,"an appropriate third party which is independent from the counterparty of the derivative, at an adequate frequency and in such a way that the Manager is able to check it; or",1,L&G 1 Prospectus.pdf,62
9110,1790,(ii),0.0,L&G 1 Prospectus.pdf,62
9111,1791,a department within the Manager which is independent from the department in charge of managing the Scheme Property and which is adequately equipped for such a purpose.,1,L&G 1 Prospectus.pdf,62
9112,1792,20.3,0.0,L&G 1 Prospectus.pdf,62
9113,1793,"Eligible derivatives markets consist of any derivatives market which the Manager considers appropriate after consultation with the Trustee, subject to the COLL Sourcebook. The eligible derivatives markets for a Fund are as set out in Appendix C.",0.0,L&G 1 Prospectus.pdf,62
9114,1794,20.4,0.0,L&G 1 Prospectus.pdf,62
9115,1795,A transaction in a derivative must not cause a Fund to diverge from its investment objectives stated in its Trust Deed and the most recently published version of this Prospectus.,1,L&G 1 Prospectus.pdf,62
9116,1796,20.5,0.0,L&G 1 Prospectus.pdf,62
9117,1797,A derivatives or forward transaction which would or could lead to delivery of property to the Trustee may be entered into only if such property can be held by a Fund and the Manager reasonably believes that delivery of the property pursuant to the transaction will not lead to a breach of the COLL Sourcebook.,1,L&G 1 Prospectus.pdf,62
9118,1798,20.6,0.0,L&G 1 Prospectus.pdf,62
9119,1799,"Transactions may only be entered into if the maximum potential exposure created by the transaction, in terms of the principal or notional principal of the derivative, does not exceed the net asset value of the Scheme Property and their global exposure to the underlying assets does not exceed the investment limit laid down in the COLL Sourcebook.",1,L&G 1 Prospectus.pdf,62
9120,1800,20.7,0.0,L&G 1 Prospectus.pdf,62
9121,1801,Global exposure within a Fund is a measure of the potential loss to the Fund from the use of derivative instruments. This is calculated using the “Commitment Approach” or the “VaR approach”.,0.0,L&G 1 Prospectus.pdf,62
9122,1802,"The Commitment Approach converts derivatives into the equivalent position in the underlying asset using the conversion methods set out in CESR Guidelines 10-788 and thereby measures the incremental exposure provided by derivatives, after all appropriate netting or hedging positions have been removed.",0.0,L&G 1 Prospectus.pdf,62
9123,1803,"Where a Fund uses the Commitment Approach, transactions may only be entered into if the commitment exposure created by the transactions, in terms of the principal or notional principal of the derivative, does not exceed the Net Asset Value of the Scheme Property and their global exposure to the underlying assets does not exceed the investment limit laid down in the COLL Sourcebook.",1,L&G 1 Prospectus.pdf,62
9124,1804,58,0.0,L&G 1 Prospectus.pdf,62
9125,1805,"The “VaR approach” is an estimate of the potential loss at a given confidence level, or probability, over a specific time period.",0.0,L&G 1 Prospectus.pdf,63
9126,1806,“Absolute” VaR is expressed as a percentage of the Net Asset Value of a Fund. The Absolute VaR limit of a Fund has to be set at or below 20% of its Net Asset Value.,1,L&G 1 Prospectus.pdf,63
9127,1807,"“Relative” VaR is the VaR of a Fund expressed as a multiple of the VaR of the benchmark or reference portfolio. The reference portfolio for VaR purposes may be different from the benchmark used for performance calculation. For a Fund whose VaR is calculated using the relative VaR approach, the relative VaR limit on the Fund must be set at, or below, twice the VaR on the comparable benchmark or reference portfolio.",1,L&G 1 Prospectus.pdf,63
9128,1808,The above VaR calculations will be based upon a one month holding period and a 99% confidence interval. The holding period and historical observation period may change provided that they are in accordance with the requirements of the FCA.,1,L&G 1 Prospectus.pdf,63
9129,1809,"Funds using the VaR approach are required by the applicable regulations, to calculate their expected level of leverage using the “gross sum of notional” method. The gross sum of notional method is a measure of incremental leverage from the use of derivatives in which each derivative is converted into an equivalent position in the underlying asset using the conversion methods set out in CESR Guidelines 10-788. The exposures are summed together (regardless of whether there are positive or negative figures) and taking no account of hedging and netting to produce the gross sum of notional leverage. Therefore this is a measure of derivative use rather than market exposure. As such, the gross sum of notional method can produce a high indication of derivative usage but this may be materially reduced by applying hedging and netting reductions as used by the Commitment Approach.",0.0,L&G 1 Prospectus.pdf,63
9130,1810,The Legal & General Dynamic Bond Fund uses the Absolute VaR approach to calculate the global exposure of the Fund. The Fund's expected level of leverage will normally vary between 0% and 2000% of the Fund's Net Asset Value. This figure is not a limit and may be exceed in certain circumstances.,1,L&G 1 Prospectus.pdf,63
9131,1811,"Global exposure for the Legal & General Fixed Interest Trust, Legal & General High Income Trust, Legal & General Managed Monthly Income Trust and Legal & General Sterling Income Fund is measured using the Relative VaR approach. The reference portfolio for (i) the Legal & General Fixed Interest Trust and Legal & General Managed Monthly Income Trust is IBOXX Sterling Corporates Index, (ii) the Legal & General High Income Trust is 95% ICE BofAML BB-B Global High Yield Non-Financial Constrained Index 5% Cash (GBP Hedged) and (iii) the Legal & General Sterling Income Fund is IBOXX Sterling Collateralized & Corporates Index. Leverage is not expected to exceed (i) 200% for the Legal & General Fixed Interest Trust, Legal & General Managed Monthly Income Trust and Legal & General Sterling Income Fund, and (ii) 300% for the Legal & General High Income Trust, of the net asset value of each Fund. This figure is not a limit and may be exceeded in certain circumstances. For example a Fund may indicate high leverage levels when it has acquired a large number of derivatives which offset each other or when it is utilising derivatives which have large notional values but which make small risk contributions.",1,L&G 1 Prospectus.pdf,63
9132,1812,All of the other Funds currently use the Commitment Approach.,1,L&G 1 Prospectus.pdf,63
9133,1813,20.8,0.0,L&G 1 Prospectus.pdf,63
9134,1814,A Fund may not undertake transactions in commodity derivatives.,1,L&G 1 Prospectus.pdf,63
9135,1815,20.9,0.0,L&G 1 Prospectus.pdf,63
9136,1816,Derivatives and forward transactions may also be used where they are reasonably believed by the Manager to be economically appropriate to the EPM of a Fund.,0.0,L&G 1 Prospectus.pdf,63
9137,1817,20.10,0.0,L&G 1 Prospectus.pdf,63
9138,1818,"The purpose of EPM is to achieve reduction of risk and/or reduction of cost and/or the generation of additional capital or income with a risk level which is consistent with the risk profile of a Fund and the risk diversification rules in the COLL Sourcebook. The purpose must relate to the property of a Fund, property (whether precisely identified or not) which is to be or is proposed to be acquired for a Fund and anticipated cash receipts of a Fund, if due to be received and likely to be so within one month.",0.0,L&G 1 Prospectus.pdf,63
9139,1819,59,0.0,L&G 1 Prospectus.pdf,63
9140,1820,20.11,0.0,L&G 1 Prospectus.pdf,64
9141,1821,"To be economically appropriate to the EPM of a Fund, the Manager must reasonably believe that:",0.0,L&G 1 Prospectus.pdf,64
9142,1822,20.11.1,0.0,L&G 1 Prospectus.pdf,64
9143,1823,"for transactions undertaken to reduce risk or cost (or both), the transaction (alone or in combination) will diminish a risk or cost of a kind or level which it is sensible to reduce;",1,L&G 1 Prospectus.pdf,64
9144,1824,20.11.2,0.0,L&G 1 Prospectus.pdf,64
9145,1825,the transaction will generate additional capital or income with a risk level which is consistent with the risk profile of the Fund and the risk diversification rules laid down in the COLL Sourcebook;,1,L&G 1 Prospectus.pdf,64
9146,1826,20.11.3,0.0,L&G 1 Prospectus.pdf,64
9147,1827,"where, for example, the Manager wishes to achieve a switch in exposure, he or she may do so, rather than through sale and purchase of property of a Fund, by use of derivatives (a technique commonly called “tactical asset allocation”) if the transactions concerned reasonably appear to him or her to be economically appropriate to the EPM of a Fund and to diminish a risk or cost of a kind or level which it is sensible to reduce. Where the transaction relates to the actual or potential acquisition of transferable securities, then the Manager must intend that a Fund should invest in transferable securities within a reasonable time; and it must thereafter ensure that, unless the position has itself been closed out, that intention is realised within that reasonable time.",1,L&G 1 Prospectus.pdf,64
9148,1828,20.12,0.0,L&G 1 Prospectus.pdf,64
9149,1829,"The exposure to any one counterparty in an OTC derivative transaction must not exceed 5% in value of the property of a Fund; this limit is raised to 10% where the counterparty is an Approved Bank. When calculating exposure, the Manager must use the positive mark-to- market value of the OTC derivative positions of a Fund with the same counterparty provided they are able to legally enforce netting agreements with the counterparty on behalf of a Fund. The exposure in respect of an OTC derivative may be reduced to the extent that collateral is held provided that it is sufficiently liquid so that it can be sold quickly at a price that is close to its pre-sale valuation.",1,L&G 1 Prospectus.pdf,64
9150,1830,20.13,0.0,L&G 1 Prospectus.pdf,64
9151,1831,"A Fund may invest in derivatives and forward contracts as long as the exposure to a Fund resulting from those transactions is suitably covered by its property. Exposure will include any initial outlay in respect of that transaction. Global exposure within the Fund is measured using the “commitment approach” which converts derivatives into the equivalent position in the underlying assets and thereby measures the incremental exposure provided by derivatives, after all appropriate netting or hedging positions have been removed. The Manager considers that the risk profile of a Fund is not adversely affected by the use of derivatives.",1,L&G 1 Prospectus.pdf,64
9152,1832,"In summary, the use of derivatives for EPM is not likely to affect the volatility or risk profile of a Fund. The use of derivatives for the purposes of pursuing the investment objectives of a Fund may affect the volatility or risk profile of a Fund, although that is not the Manager’s intention.",0.0,L&G 1 Prospectus.pdf,64
9153,1833,"Transactions may be effected in which the Manager has, either directly or indirectly, an interest that may potentially involve a conflict of its obligation to a Fund. Where a conflict cannot be avoided, the Manager will have regard to its fiduciary responsibility to act in the best interests of a Fund and its investors. The Manager will ensure that investors are treated fairly and that such transactions are effected on terms which are not less favourable to a Fund than if the potential conflict had not existed.",1,L&G 1 Prospectus.pdf,64
9154,1834,Operational costs and fees arising from EPM techniques and/or the use of derivatives are paid for by a Fund. The identity of the entities to which operational costs and fees are paid will be disclosed in the annual report.,1,L&G 1 Prospectus.pdf,64
9155,1835,"A Fund may receive cash, high quality government bonds and equities to the extent deemed necessary by the Investment Manager in respect of over-the-counter derivative transactions for a Fund, provided however that such collateral must comply with the requirements of the FCA and paragraph 21 below.",1,L&G 1 Prospectus.pdf,64
9156,1836,60,0.0,L&G 1 Prospectus.pdf,64
9157,1837,A documented haircut policy is in place for a Fund detailing the policy in respect of each class of assets received and which takes into account the characteristics of the assets and the results of any stress tests conducted as required. Any re-investment of cash collateral shall be diversified in accordance with the requirements of the FCA. Re-invested cash collateral exposes a Fund to certain risks such as the risk of a failure or default of the issuer of the relevant security in which the cash collateral has been invested. Investors should consult Appendix I for information on counterparty risk and credit risk in this regard.,0.0,L&G 1 Prospectus.pdf,65
9158,1838,20.14,0.0,L&G 1 Prospectus.pdf,65
9159,1839,"For all Funds, derivative transactions will be used for the purposes of Efficient Portfolio Management and hedging and their use is not expected to affect the risk profile for the Funds.",1,L&G 1 Prospectus.pdf,65
9160,1840,20.15,0.0,L&G 1 Prospectus.pdf,65
9161,1841,Legal & General Dynamic Bond Fund may hold derivatives for investment purposes.,1,L&G 1 Prospectus.pdf,65
9162,1842,21,0.0,L&G 1 Prospectus.pdf,65
9163,1843,Treatment of collateral,0.0,L&G 1 Prospectus.pdf,65
9164,1844,21.1,0.0,L&G 1 Prospectus.pdf,65
9165,1845,Collateral is adequate for the purposes of this paragraph 21 only if it is:,1,L&G 1 Prospectus.pdf,65
9166,1846,21.1.1,0.0,L&G 1 Prospectus.pdf,65
9167,1847,transferred to the Trustee or its agent;,1,L&G 1 Prospectus.pdf,65
9168,1848,21.1.2,0.0,L&G 1 Prospectus.pdf,65
9169,1849,"at least equal in value, at the time of the transfer to the Trustee, to the value of the securities transferred by the Trustee; and",1,L&G 1 Prospectus.pdf,65
9170,1850,21.1.3,0.0,L&G 1 Prospectus.pdf,65
9171,1851,in the form of one or more of:,1,L&G 1 Prospectus.pdf,65
9172,1852,21.1.4,0.0,L&G 1 Prospectus.pdf,65
9173,1853,cash; or,1,L&G 1 Prospectus.pdf,65
9174,1854,21.1.5,0.0,L&G 1 Prospectus.pdf,65
9175,1855,a certificate of deposit; or,1,L&G 1 Prospectus.pdf,65
9176,1856,21.1.6,0.0,L&G 1 Prospectus.pdf,65
9177,1857,a letter of credit; or,1,L&G 1 Prospectus.pdf,65
9178,1858,21.1.7,0.0,L&G 1 Prospectus.pdf,65
9179,1859,a readily realisable security ; or,1,L&G 1 Prospectus.pdf,65
9180,1860,21.1.8,0.0,L&G 1 Prospectus.pdf,65
9181,1861,commercial paper with no embedded derivative content; or,1,L&G 1 Prospectus.pdf,65
9182,1862,21.1.9,0.0,L&G 1 Prospectus.pdf,65
9183,1863,a qualifying money market fund.,1,L&G 1 Prospectus.pdf,65
9184,1864,21.2,0.0,L&G 1 Prospectus.pdf,65
9185,1865,"Where the collateral is invested in units in a qualifying money market fund managed or operated by (or, for an ICVC, whose authorised corporate director is) the Manager or an associate of the Manager, the conditions in paragraph 8.5 must be complied with.",1,L&G 1 Prospectus.pdf,65
9186,1866,21.3,0.0,L&G 1 Prospectus.pdf,65
9187,1867,Collateral is sufficiently immediate for the purposes of this paragraph 21 if:,1,L&G 1 Prospectus.pdf,65
9188,1868,21.3.1,0.0,L&G 1 Prospectus.pdf,65
9189,1869,it is transferred before or at the time of the transfer of the securities by the Trustee; or,1,L&G 1 Prospectus.pdf,65
9190,1870,21.3.2,0.0,L&G 1 Prospectus.pdf,65
9191,1871,the Trustee takes reasonable care to determine at the time referred to in paragraph 21.3.1 that it will be transferred at the latest by the close of business on the day of the transfer.,1,L&G 1 Prospectus.pdf,65
9192,1872,21.4,0.0,L&G 1 Prospectus.pdf,65
9193,1873,The Trustee must ensure that the value of the collateral at all times is at least equal to the value of the securities transferred by the Trustee.,1,L&G 1 Prospectus.pdf,65
9194,1874,21.5,0.0,L&G 1 Prospectus.pdf,65
9195,1876,21.6,0.0,L&G 1 Prospectus.pdf,65
9196,1878,61,0.0,L&G 1 Prospectus.pdf,65
9197,1880,21.7,0.0,L&G 1 Prospectus.pdf,66
9198,1882,21.7.1,0.0,L&G 1 Prospectus.pdf,66
9199,1884,21.7.2,0.0,L&G 1 Prospectus.pdf,66
9200,1886,21.8,0.0,L&G 1 Prospectus.pdf,66
9201,1888,22,0.0,L&G 1 Prospectus.pdf,66
9202,1889,Restrictions on lending of money,0.0,L&G 1 Prospectus.pdf,66
9203,1890,22.1,0.0,L&G 1 Prospectus.pdf,66
9204,1891,"None of the money in the Scheme Property of a Fund may be lent and, for the purposes of this prohibition, money is lent by a Fund if it is paid to a person (“the payee”) on the basis that it should be repaid, whether or not by the payee.",1,L&G 1 Prospectus.pdf,66
9205,1892,22.2,0.0,L&G 1 Prospectus.pdf,66
9206,1893,Acquiring a debenture is not lending for the purposes of paragraph 22.1; nor is the placing of money on deposit or in a current account.,1,L&G 1 Prospectus.pdf,66
9207,1894,23,0.0,L&G 1 Prospectus.pdf,66
9208,1895,Restrictions on lending of property other than money,1,L&G 1 Prospectus.pdf,66
9209,1896,23.1,0.0,L&G 1 Prospectus.pdf,66
9210,1897,The Scheme Property of a Fund other than money must not be lent by way of deposit or otherwise.,1,L&G 1 Prospectus.pdf,66
9211,1898,23.2,0.0,L&G 1 Prospectus.pdf,66
9212,1899,Transactions permitted by paragraph 26 are not lending for the purposes of paragraph 23.1.,1,L&G 1 Prospectus.pdf,66
9213,1900,23.3,0.0,L&G 1 Prospectus.pdf,66
9214,1901,The Scheme Property of a Fund must not be mortgaged.,1,L&G 1 Prospectus.pdf,66
9215,1902,24,0.0,L&G 1 Prospectus.pdf,66
9216,1903,General power to accept or underwrite placings,0.0,L&G 1 Prospectus.pdf,66
9217,1904,24.1,0.0,L&G 1 Prospectus.pdf,66
9218,1905,"Any power in the COLL Sourcebook to invest in transferable securities may be used for the purpose of entering into transactions to which this paragraph applies, subject to compliance with any restriction in the Instrument.",1,L&G 1 Prospectus.pdf,66
9219,1906,24.2,0.0,L&G 1 Prospectus.pdf,66
9220,1907,"This section applies, subject to paragraph 24.3, to any agreement or understanding:",0.0,L&G 1 Prospectus.pdf,66
9221,1908,24.3,0.0,L&G 1 Prospectus.pdf,66
9222,1909,24.4,0.0,L&G 1 Prospectus.pdf,66
9223,1910,24.2.1,0.0,L&G 1 Prospectus.pdf,66
9224,1911,which is an underwriting or sub-underwriting agreement; or,0.0,L&G 1 Prospectus.pdf,66
9225,1912,24.2.2,0.0,L&G 1 Prospectus.pdf,66
9226,1913,which contemplates that securities will or may be issued or subscribed for or acquired for the account of a Fund.,0.0,L&G 1 Prospectus.pdf,66
9227,1914,Paragraph 24.2 does not apply to:,0.0,L&G 1 Prospectus.pdf,66
9228,1915,24.3.1,0.0,L&G 1 Prospectus.pdf,66
9229,1916,an option; or,0.0,L&G 1 Prospectus.pdf,66
9230,1917,24.3.2,0.0,L&G 1 Prospectus.pdf,66
9231,1918,a purchase of a transferable security which confers a right:,0.0,L&G 1 Prospectus.pdf,66
9232,1919,24.3.3,0.0,L&G 1 Prospectus.pdf,66
9233,1920,to subscribe for or acquire a transferable security; or,0.0,L&G 1 Prospectus.pdf,66
9234,1921,24.3.4,0.0,L&G 1 Prospectus.pdf,66
9235,1922,to convert one transferable security into another.,0.0,L&G 1 Prospectus.pdf,66
9236,1923,"The exposure of a Fund to agreements and understandings within paragraph 24.2 must, on any Business Day:",0.0,L&G 1 Prospectus.pdf,66
9237,1924,24.4.1,0.0,L&G 1 Prospectus.pdf,66
9238,1925,be covered in accordance with the requirements of paragraph 20.1.2; and,0.0,L&G 1 Prospectus.pdf,66
9239,1926,62,0.0,L&G 1 Prospectus.pdf,66
9240,1927,24.4.2,0.0,L&G 1 Prospectus.pdf,67
